Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
SAP,[SAP-Q409] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q410] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q411] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q412] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q413] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q414] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q415] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q416] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q417] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q418] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q419] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q420] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q421] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q422] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q423] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q424] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q425] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q426] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q427] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q428] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q429] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q430] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q431] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q432] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q433] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q434] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q435] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q436] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q437] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q438] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q439] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q440] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q441] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q442] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q443] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q444] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q445] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q446] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q447] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q448] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q449] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q450] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q451] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q452] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q453] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q454] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q455] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q456] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q457] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q458] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q459] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q460] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q461] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q462] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q463] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q464] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q465] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q466] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
SAP,[SAP-Q467] Profit center in SAP is,Sub-unit for profitability,Cost unit,Department,None,A,Profit centers analyze profitability by segment.
SAP,[SAP-Q468] What is SAP BW?,Business Warehouse/Analytics,Basic Workflow,None,Business Writing,A,BW is SAP's data warehousing solution.
SAP,[SAP-Q469] What is a goods receipt?,Recording received materials,Invoice,PO,None,A,GR records inventory received from vendor.
SAP,[SAP-Q470] LSMW in SAP,Legacy System Migration Workbench,Log System Management,None,Load System Module,A,LSMW migrates legacy data into SAP.
SAP,[SAP-Q471] SAP Solution Manager is used for,ALM and support,Database management,UI design,None,A,Solution Manager manages SAP implementations.
SAP,[SAP-Q472] What is a business partner in SAP?,Customer/vendor master data,Organizational unit,Module,None,A,Business Partner consolidates customer/vendor data.
SAP,[SAP-Q473] Controlling area in SAP CO,Organizational unit for cost control,Financial unit,HR unit,None,A,Controlling area groups cost/profit centers.
SAP,[SAP-Q474] SAP EWM stands for,Extended Warehouse Management,Enterprise Workflow Module,None,Extended Web Module,A,EWM manages complex warehouse operations.
SAP,[SAP-Q475] Dunning in SAP FI,Automated payment reminders,Goods receipt,Invoice,None,A,Dunning sends reminders for overdue payments.
SAP,[SAP-Q476] SAP TM module handles,Transportation Management,Technical Management,None,Time Management,A,TM plans and optimizes transportation.
SAP,[SAP-Q477] What is a SAP landscape?,System arrangement DEV/QA/PROD,Network topology,None,Database cluster,A,Landscape defines the system environment tiers.
SAP,[SAP-Q478] Authorization object in SAP,Controls access to functions,Stores data,Transports objects,None,A,Authorization objects define access permissions.
SAP,[SAP-Q479] SU01 T-code is used for,User management,Table view,ABAP editor,None,A,SU01 creates and manages SAP users.
SAP,[SAP-Q480] What is a work center in SAP PP?,Where production operations occur,Storage location,Cost center,None,A,Work centers define resources for production.
SAP,[SAP-Q481] SAP stands for,Systems Applications Products,Software Application Platform,Systems Automated Products,None,A,"SAP stands for Systeme, Anwendungen, Produkte."
SAP,[SAP-Q482] SAP ERP stands for,Enterprise Resource Planning,Enterprise Resource Program,Extended Resource Planning,None,A,ERP integrates core business processes.
SAP,[SAP-Q483] SAP HANA is,In-memory database,Relational DB,NoSQL DB,Cloud only,A,SAP HANA is an in-memory computing platform.
SAP,[SAP-Q484] SAP S/4HANA runs on,SAP HANA DB only,Any database,Oracle only,MySQL,A,S/4HANA requires HANA as the underlying database.
SAP,[SAP-Q485] ABAP stands for,Advanced Business Application Programming,Automated Business App Programming,None,Advanced Basic App Programming,A,ABAP is SAP's proprietary language.
SAP,[SAP-Q486] SAP FI module handles,Financial Accounting,Production Planning,Sales,Logistics,A,FI module manages financial accounting.
SAP,[SAP-Q487] SAP CO module handles,Controlling,Financial Accounting,Procurement,HR,A,CO manages internal cost and revenue.
SAP,[SAP-Q488] SAP MM module handles,Materials Management,Manufacturing,Maintenance,Marketing,A,MM handles procurement and inventory.
SAP,[SAP-Q489] SAP SD module handles,Sales and Distribution,System Design,Software Development,None,A,SD manages order-to-cash process.
SAP,[SAP-Q490] SAP PP module handles,Production Planning,Procurement,Payroll,None,A,PP manages manufacturing processes.
SAP,[SAP-Q491] What is a SAP Client?,Organizational unit in SAP,Database,Server,Module,A,A client is an independent unit in SAP.
SAP,[SAP-Q492] T-code in SAP means,Transaction code,Technical code,Transfer code,None,A,T-codes navigate to SAP functions quickly.
SAP,[SAP-Q493] SE38 is used for,ABAP Editor,Table display,User management,None,A,SE38 opens the ABAP program editor.
SAP,[SAP-Q494] SE16 is used for,Table browser,Program editor,Transport,None,A,SE16 displays table contents.
SAP,[SAP-Q495] Transport request in SAP,Moves changes between systems,Stores data,Backs up DB,None,A,Transports migrate configs from DEV to PROD.
SAP,[SAP-Q496] SAP Basis team manages,Technical infrastructure,Finance,Logistics,None,A,Basis handles system administration.
SAP,[SAP-Q497] What is an IDOC?,Intermediate Document,Internal Document,Integration Document,None,A,IDOCs are SAP's data interchange format.
SAP,[SAP-Q498] RFC in SAP stands for,Remote Function Call,Remote File Copy,None,Rapid Function Call,A,RFC enables communication between SAP systems.
SAP,[SAP-Q499] BAPI stands for,Business Application Programming Interface,Basic API,None,Business Automated Program Interface,A,BAPIs are standard SAP interfaces.
SAP,[SAP-Q500] What is SAP Fiori?,Modern UI for SAP,Database,Module,Language,A,Fiori provides role-based UX on any device.
SAP,[SAP-Q501] SAP HR module is also called,SAP HCM,SAP MM,SAP FI,SAP PP,A,Human Capital Management handles HR processes.
SAP,[SAP-Q502] SAP CRM stands for,Customer Relationship Management,Central Resource Management,None,Core Resource Module,A,CRM manages customer interactions.
SAP,[SAP-Q503] What is a cost center in SAP?,Organizational unit for costs,Revenue unit,Profit center,None,A,Cost centers collect and control costs.
SAP,[SAP-Q504] G/L in SAP FI means,General Ledger,General Line,Global Ledger,None,A,G/L is the main account book in FI.
SAP,[SAP-Q505] SAP PM module handles,Plant Maintenance,Product Management,None,Production Module,A,PM manages equipment maintenance.
SAP,[SAP-Q506] What is a purchase order in SAP MM?,Document to procure goods,Sales document,Delivery note,None,A,PO is the formal procurement document.
